Title,Genre,Summary,Tokenized
Ender Lilies: Quietus of the Knights,1,"video game is a dark fantasy 2d action about unraveling the mysteries of a nation destroyed by a cataclysmic event. the fallen kingdom of end is a tragic and beautiful world featuring a majestic castle, submerged forests and forbidden underground on this sorrowful journey, encounter horrific enemies against whom a moment of inattention could be fatal. by releasing foes from their undying curse, you may gain their strength. overcome the hardships of your journey and uncover the truth with the aid of the fallen knights. ",video game dark fantasy action unraveling mysteries nation destroyed cataclysmic event fallen kingdom end tragic beautiful world featuring majestic castle submerged forests forbidden underground sorrowful journey encounter horrific enemies moment inattention could fatal releasing foes undying curse may gain strength overcome hardships journey uncover truth aid fallen knights
Ender Lilies: Quietus of the Knights,4,"video game is a dark fantasy 2d action about unraveling the mysteries of a nation destroyed by a cataclysmic event. the fallen kingdom of end is a tragic and beautiful world featuring a majestic castle, submerged forests and forbidden underground on this sorrowful journey, encounter horrific enemies against whom a moment of inattention could be fatal. by releasing foes from their undying curse, you may gain their strength. overcome the hardships of your journey and uncover the truth with the aid of the fallen knights. ",video game dark fantasy action unraveling mysteries nation destroyed cataclysmic event fallen kingdom end tragic beautiful world featuring majestic castle submerged forests forbidden underground sorrowful journey encounter horrific enemies moment inattention could fatal releasing foes undying curse may gain strength overcome hardships journey uncover truth aid fallen knights
Ender Lilies: Quietus of the Knights,6,"video game is a dark fantasy 2d action about unraveling the mysteries of a nation destroyed by a cataclysmic event. the fallen kingdom of end is a tragic and beautiful world featuring a majestic castle, submerged forests and forbidden underground on this sorrowful journey, encounter horrific enemies against whom a moment of inattention could be fatal. by releasing foes from their undying curse, you may gain their strength. overcome the hardships of your journey and uncover the truth with the aid of the fallen knights. ",video game dark fantasy action unraveling mysteries nation destroyed cataclysmic event fallen kingdom end tragic beautiful world featuring majestic castle submerged forests forbidden underground sorrowful journey encounter horrific enemies moment inattention could fatal releasing foes undying curse may gain strength overcome hardships journey uncover truth aid fallen knights
Ender Lilies: Quietus of the Knights,2,"video game is a dark fantasy 2d action about unraveling the mysteries of a nation destroyed by a cataclysmic event. the fallen kingdom of end is a tragic and beautiful world featuring a majestic castle, submerged forests and forbidden underground on this sorrowful journey, encounter horrific enemies against whom a moment of inattention could be fatal. by releasing foes from their undying curse, you may gain their strength. overcome the hardships of your journey and uncover the truth with the aid of the fallen knights. ",video game dark fantasy action unraveling mysteries nation destroyed cataclysmic event fallen kingdom end tragic beautiful world featuring majestic castle submerged forests forbidden underground sorrowful journey encounter horrific enemies moment inattention could fatal releasing foes undying curse may gain strength overcome hardships journey uncover truth aid fallen knights
Moon: Remix RPG Adventure,1,"in this game notable for parodying and subverting common j conventions, you level up by loving, not fighting. revive dead animals and bond with everyone around you to obtain the most important thing in the universe love. ",game notable parodying subverting common j conventions level loving fighting revive dead animals bond everyone around obtain important thing universe love
Moon: Remix RPG Adventure,9,"in this game notable for parodying and subverting common j conventions, you level up by loving, not fighting. revive dead animals and bond with everyone around you to obtain the most important thing in the universe love. ",game notable parodying subverting common j conventions level loving fighting revive dead animals bond everyone around obtain important thing universe love
Moon: Remix RPG Adventure,2,"in this game notable for parodying and subverting common j conventions, you level up by loving, not fighting. revive dead animals and bond with everyone around you to obtain the most important thing in the universe love. ",game notable parodying subverting common j conventions level loving fighting revive dead animals bond everyone around obtain important thing universe love
Prince of Persia: The Sands of Time,1,"the game is a and computer and video game published by ubisoft. it was released on november 21, 2003 and is a reboot of the landmark video game series video game , created by jordan mechner in video game , developed internally at ubisoft montreal, successfully captures the mechanics of the original er and extends it to the 3d generation. an earlier attempt by the learning company to transfer the game to 3d (video game 3d) was released in 1999, but despite its initial good reception failed to sell enough and the company responsible for the original trilogy was already closing doors. the game was praised for its visual design, finely tuned game mechanics and intriguing storyline, winning the game several the game was developed for the pc, playstation 2, gamecube, xbox, and later a for the game boy advance and mobile phones. the success ofvideo game led to three followups, video game : warrior within (2004), video game : the two thrones (2005), and video game : the forgotten sands (2010). a remastered, version ofvideo game was released on the playstation network for the playstation 3 on november 16, 2010. ",game computer video game published ubisoft released november reboot landmark video game series video game created jordan mechner video game developed internally ubisoft montreal successfully captures mechanics original er extends generation earlier attempt learning company transfer game video game released despite initial good reception failed sell enough company responsible original trilogy already closing doors game praised visual design finely tuned game mechanics intriguing storyline winning game several game developed pc playstation gamecube xbox later game boy advance mobile phones success ofvideo game led three followups video game warrior within video game two thrones video game forgotten sands remastered version ofvideo game released playstation network playstation november
Prince of Persia: The Sands of Time,6,"the game is a and computer and video game published by ubisoft. it was released on november 21, 2003 and is a reboot of the landmark video game series video game , created by jordan mechner in video game , developed internally at ubisoft montreal, successfully captures the mechanics of the original er and extends it to the 3d generation. an earlier attempt by the learning company to transfer the game to 3d (video game 3d) was released in 1999, but despite its initial good reception failed to sell enough and the company responsible for the original trilogy was already closing doors. the game was praised for its visual design, finely tuned game mechanics and intriguing storyline, winning the game several the game was developed for the pc, playstation 2, gamecube, xbox, and later a for the game boy advance and mobile phones. the success ofvideo game led to three followups, video game : warrior within (2004), video game : the two thrones (2005), and video game : the forgotten sands (2010). a remastered, version ofvideo game was released on the playstation network for the playstation 3 on november 16, 2010. ",game computer video game published ubisoft released november reboot landmark video game series video game created jordan mechner video game developed internally ubisoft montreal successfully captures mechanics original er extends generation earlier attempt learning company transfer game video game released despite initial good reception failed sell enough company responsible original trilogy already closing doors game praised visual design finely tuned game mechanics intriguing storyline winning game several game developed pc playstation gamecube xbox later game boy advance mobile phones success ofvideo game led three followups video game warrior within video game two thrones video game forgotten sands remastered version ofvideo game released playstation network playstation november
Assassin's Creed Syndicate,1,"london, 1868. the industrial revolution unleashes an incredible age of invention, transforming the lives of millions with technologies once thought impossible. opportunities created during this period have people rushing to london to engage in this new world, a world no longer controlled by kings, emperors, politicians, or religion, but by a new common denominator: not everyone is able to enjoy the benefits of this boom, however. despite fueling the engine of the british empire, workers lives are little more than legalized slavery while the top few percent profit from their labor. living poor and dying young, the lower class unite in protest as a new kind of family, gangs, who turn to a life in the underworld in their struggle to survive. a struggle, until watchful assassins come to their side and an conflict involving londons leaders that will echo throughout modern history, from the underground introducing jacob frye, who with the help of his twin sister evie, will change the fate of millions in assassins creed syndicate. rise to rally and lead the underworld to break the corrupt stranglehold on london in a visceral filled with action, intrigue, and brutal combat. ",london industrial revolution unleashes incredible age invention transforming lives millions technologies thought impossible opportunities created period people rushing london engage new world world longer controlled kings emperors politicians religion new common denominator everyone able enjoy benefits boom however despite fueling engine british empire workers lives little legalized slavery top percent profit labor living poor dying young lower class unite protest new kind family gangs turn life underworld struggle survive struggle watchful assassins come side conflict involving londons leaders echo throughout modern history underground introducing jacob frye help twin sister evie change fate millions assassins creed syndicate rise rally lead underworld break corrupt stranglehold london visceral filled action intrigue brutal combat
Sunset Overdrive,1,"the citys overrun with mutants. problem? not for you. the game is an playground of possibilities. vault, grind & while using a deadly & unconventional arsenal. with unique weapons, & customizable abilities, it rewrites the rules of s while delivering an irreverent . ",citys overrun mutants problem game playground possibilities vault grind using deadly unconventional arsenal unique weapons customizable abilities rewrites rules delivering irreverent
Sunset Overdrive,6,"the citys overrun with mutants. problem? not for you. the game is an playground of possibilities. vault, grind & while using a deadly & unconventional arsenal. with unique weapons, & customizable abilities, it rewrites the rules of s while delivering an irreverent . ",citys overrun mutants problem game playground possibilities vault grind using deadly unconventional arsenal unique weapons customizable abilities rewrites rules delivering irreverent
Sunset Overdrive,10,"the citys overrun with mutants. problem? not for you. the game is an playground of possibilities. vault, grind & while using a deadly & unconventional arsenal. with unique weapons, & customizable abilities, it rewrites the rules of s while delivering an irreverent . ",citys overrun mutants problem game playground possibilities vault grind using deadly unconventional arsenal unique weapons customizable abilities rewrites rules delivering irreverent
Metal Gear Solid: Peace Walker,10,"the game is an stealth video game and is the third metal gear title made specifically for the psp. the gameplay consists of two primary modes: mission and mother base. mission are the actual action sequences of the game where the player must infiltrate an enemy territory or fight a boss, whereas mother base is an army management. some changes have been made to the standard metal gear formula: the player is now unable to move or shoot while laying down and while pinned to a wall, makingvideo game the first game since metal gear to lack any crawling ability. ",game stealth video game third metal gear title made specifically psp gameplay consists two primary modes mission mother base mission actual action sequences game player must infiltrate enemy territory fight boss whereas mother base army management changes made standard metal gear formula player unable move shoot laying pinned wall makingvideo game first game since metal gear lack crawling ability
Metal Gear Solid: Peace Walker,8,"the game is an stealth video game and is the third metal gear title made specifically for the psp. the gameplay consists of two primary modes: mission and mother base. mission are the actual action sequences of the game where the player must infiltrate an enemy territory or fight a boss, whereas mother base is an army management. some changes have been made to the standard metal gear formula: the player is now unable to move or shoot while laying down and while pinned to a wall, makingvideo game the first game since metal gear to lack any crawling ability. ",game stealth video game third metal gear title made specifically psp gameplay consists two primary modes mission mother base mission actual action sequences game player must infiltrate enemy territory fight boss whereas mother base army management changes made standard metal gear formula player unable move shoot laying pinned wall makingvideo game first game since metal gear lack crawling ability
Code Vein,1,the game is set in the not too distant future where a disaster has brought the world to ruin and beings battle for dominance. ,game set distant future disaster brought world ruin beings battle dominance
Code Vein,2,the game is set in the not too distant future where a disaster has brought the world to ruin and beings battle for dominance. ,game set distant future disaster brought world ruin beings battle dominance
Vagrant Story,1,"into a world of unparalleled depth and danger with squaresoft's the game. in this sweeping epic you play as ashley riot, a young assassin and spy for the organization known as riskbreakers. your goal is to unravel a deep and twisted plot and come to terms with the recent death of your wife and child. if this sounds a bit too cerebral never fear. your path to recapturing your sense of humanity hinges on the destruction of countless vicious monsters and the exploration of dark and dangerous dungeons. the game is awash in gorgeous scenery and features designs from yasumi matsuno and akihiko yoshida, the acclaimed artists and creators behind final fantasy tactics. ",world unparalleled depth danger squaresoft game sweeping epic play ashley riot young assassin spy organization known riskbreakers goal unravel deep twisted plot come terms recent death wife child sounds bit cerebral never fear path recapturing sense humanity hinges destruction countless vicious monsters exploration dark dangerous dungeons game awash gorgeous scenery features designs yasumi matsuno akihiko yoshida acclaimed artists creators behind final fantasy tactics
Vagrant Story,2,"into a world of unparalleled depth and danger with squaresoft's the game. in this sweeping epic you play as ashley riot, a young assassin and spy for the organization known as riskbreakers. your goal is to unravel a deep and twisted plot and come to terms with the recent death of your wife and child. if this sounds a bit too cerebral never fear. your path to recapturing your sense of humanity hinges on the destruction of countless vicious monsters and the exploration of dark and dangerous dungeons. the game is awash in gorgeous scenery and features designs from yasumi matsuno and akihiko yoshida, the acclaimed artists and creators behind final fantasy tactics. ",world unparalleled depth danger squaresoft game sweeping epic play ashley riot young assassin spy organization known riskbreakers goal unravel deep twisted plot come terms recent death wife child sounds bit cerebral never fear path recapturing sense humanity hinges destruction countless vicious monsters exploration dark dangerous dungeons game awash gorgeous scenery features designs yasumi matsuno akihiko yoshida acclaimed artists creators behind final fantasy tactics
Amnesia: The Dark Descent,1,"the game is a survival horror video game by frictional games. the game features a protagonist named daniel exploring a dark and foreboding castle, while trying to maintain his sanity by avoiding monsters and other terrifying obstructions. the game was critically well received. ",game survival horror video game frictional games game features protagonist named daniel exploring dark foreboding castle trying maintain sanity avoiding monsters terrifying obstructions game critically well received
Amnesia: The Dark Descent,4,"the game is a survival horror video game by frictional games. the game features a protagonist named daniel exploring a dark and foreboding castle, while trying to maintain his sanity by avoiding monsters and other terrifying obstructions. the game was critically well received. ",game survival horror video game frictional games game features protagonist named daniel exploring dark foreboding castle trying maintain sanity avoiding monsters terrifying obstructions game critically well received
Amnesia: The Dark Descent,9,"the game is a survival horror video game by frictional games. the game features a protagonist named daniel exploring a dark and foreboding castle, while trying to maintain his sanity by avoiding monsters and other terrifying obstructions. the game was critically well received. ",game survival horror video game frictional games game features protagonist named daniel exploring dark foreboding castle trying maintain sanity avoiding monsters terrifying obstructions game critically well received
Monster Hunter Rise: Sunbreak,3,"the game is an expansion to the original video game featuring improved gameplay and additions to combat mechanics, unique new monsters and hunting locales, and a new difficulty level in the form of master rank as the hunter who saved kamura from calamity, you must now journey to the reaches of elgado, an outpost near a kingdom beset by a sinister new nemesisthe elder dragon malzeno! ",game expansion original video game featuring improved gameplay additions combat mechanics unique new monsters hunting locales new difficulty level form master rank hunter saved kamura calamity must journey reaches elgado outpost near kingdom beset sinister new nemesisthe elder dragon malzeno
Monster Hunter Rise: Sunbreak,2,"the game is an expansion to the original video game featuring improved gameplay and additions to combat mechanics, unique new monsters and hunting locales, and a new difficulty level in the form of master rank as the hunter who saved kamura from calamity, you must now journey to the reaches of elgado, an outpost near a kingdom beset by a sinister new nemesisthe elder dragon malzeno! ",game expansion original video game featuring improved gameplay additions combat mechanics unique new monsters hunting locales new difficulty level form master rank hunter saved kamura calamity must journey reaches elgado outpost near kingdom beset sinister new nemesisthe elder dragon malzeno
Super Mario Maker 2,6,"a mario adventure that unleashes the creative potential of the game awaits in story mode, which contains over 100 courses. and in course maker, a wide range of parts, tools, and more are available so you can construct your own courses. want cannons? bowser riding on a giant goomba? cat mario sliding down slopes to take out an army of baddies? go for it! you call the shots. pass a controller to a partner to build on a single system! ",mario adventure unleashes creative potential game awaits story mode contains courses course maker wide range parts tools available construct courses want cannons bowser riding giant goomba cat mario sliding slopes take army baddies go call shots pass controller partner build single system
Fire Emblem: The Blazing Blade,2,"it is the seventh game of the video game series, the second game in the series to be released for the game boy advance, and the first to be released in both north america and europe. it features a prologue storyline designed to introduce newcomers to video game gameplay and basics. the overall narrative is a prequel to the events of the previous game, video game : the binding blade, which is set twenty years the game was first released under the localized title ""video game "" in the west, but it was later rebranded as ""the game"" when video game heroes was released. ",seventh game video game series second game series released game boy advance first released north america europe features prologue storyline designed introduce newcomers video game gameplay basics overall narrative prequel events previous game video game binding blade set twenty years game first released localized title video game west later rebranded game video game heroes released
Fire Emblem: The Blazing Blade,8,"it is the seventh game of the video game series, the second game in the series to be released for the game boy advance, and the first to be released in both north america and europe. it features a prologue storyline designed to introduce newcomers to video game gameplay and basics. the overall narrative is a prequel to the events of the previous game, video game : the binding blade, which is set twenty years the game was first released under the localized title ""video game "" in the west, but it was later rebranded as ""the game"" when video game heroes was released. ",seventh game video game series second game series released game boy advance first released north america europe features prologue storyline designed introduce newcomers video game gameplay basics overall narrative prequel events previous game video game binding blade set twenty years game first released localized title video game west later rebranded game video game heroes released
Fire Emblem: The Blazing Blade,16,"it is the seventh game of the video game series, the second game in the series to be released for the game boy advance, and the first to be released in both north america and europe. it features a prologue storyline designed to introduce newcomers to video game gameplay and basics. the overall narrative is a prequel to the events of the previous game, video game : the binding blade, which is set twenty years the game was first released under the localized title ""video game "" in the west, but it was later rebranded as ""the game"" when video game heroes was released. ",seventh game video game series second game series released game boy advance first released north america europe features prologue storyline designed introduce newcomers video game gameplay basics overall narrative prequel events previous game video game binding blade set twenty years game first released localized title video game west later rebranded game video game heroes released
LEGO Marvel Super Heroes,1,"in the game, players will unlock more than 100 characters from across the marvel universe, including fan favorites like iron man, wolverine, captain america, the hulk, thor, black widow, hawkeye, deadpool, loki and galactus! the game will pack in a plethora of character abilities, action sequences, epic battle scenes, and a unique story told with playful lego humor. ",game players unlock characters across marvel universe including fan favorites like iron man wolverine captain america hulk thor black widow hawkeye deadpool loki galactus game pack plethora character abilities action sequences epic battle scenes unique story told playful lego humor
LEGO Marvel Super Heroes,3,"in the game, players will unlock more than 100 characters from across the marvel universe, including fan favorites like iron man, wolverine, captain america, the hulk, thor, black widow, hawkeye, deadpool, loki and galactus! the game will pack in a plethora of character abilities, action sequences, epic battle scenes, and a unique story told with playful lego humor. ",game players unlock characters across marvel universe including fan favorites like iron man wolverine captain america hulk thor black widow hawkeye deadpool loki galactus game pack plethora character abilities action sequences epic battle scenes unique story told playful lego humor
LEGO Marvel Super Heroes,9,"in the game, players will unlock more than 100 characters from across the marvel universe, including fan favorites like iron man, wolverine, captain america, the hulk, thor, black widow, hawkeye, deadpool, loki and galactus! the game will pack in a plethora of character abilities, action sequences, epic battle scenes, and a unique story told with playful lego humor. ",game players unlock characters across marvel universe including fan favorites like iron man wolverine captain america hulk thor black widow hawkeye deadpool loki galactus game pack plethora character abilities action sequences epic battle scenes unique story told playful lego humor
Sonic Colors,1,"the game, titled sonic colours in european and australian markets, is a ing game in the sonic the hedgehog series, developed by sonic team and published by sega in 2010. the game was released worldwide for the wii in november 2010. another version featuring different gameplay was also released on the nintendo ds at the same time. ",game titled sonic colours european australian markets ing game sonic hedgehog series developed sonic team published sega game released worldwide wii november another version featuring different gameplay also released nintendo ds time
Sonic Colors,6,"the game, titled sonic colours in european and australian markets, is a ing game in the sonic the hedgehog series, developed by sonic team and published by sega in 2010. the game was released worldwide for the wii in november 2010. another version featuring different gameplay was also released on the nintendo ds at the same time. ",game titled sonic colours european australian markets ing game sonic hedgehog series developed sonic team published sega game released worldwide wii november another version featuring different gameplay also released nintendo ds time
Mario Strikers: Battle League,20,"introducing the game, a with no rules do whatever it takes to win! get gritty and try to score the most goals by tackling enemies, using items, and pulling off special shots. super mario series mainstays like peach, toad, and yoshi put their cleats (and stats) to the pitch and will stop at nothing to score. customize your characters with gear that can augment their stats and appearance. take the carnage online or pass the ball to players locally just look out for the electric fence. ",introducing game rules whatever takes win get gritty try score goals tackling enemies using items pulling special shots super mario series mainstays like peach toad yoshi put cleats stats pitch stop nothing score customize characters gear augment stats appearance take carnage online pass ball players locally look electric fence
Limbus Company,1,"the game is an upcoming gacha game, serving as a sequel to library of ruina. ",game upcoming gacha game serving sequel library ruina
Limbus Company,2,"the game is an upcoming gacha game, serving as a sequel to library of ruina. ",game upcoming gacha game serving sequel library ruina
Limbus Company,8,"the game is an upcoming gacha game, serving as a sequel to library of ruina. ",game upcoming gacha game serving sequel library ruina
Resident Evil Village: Winters' Expansion,10,"this expansion adds third person mode to the main campaign, new playable characters and stages to mercenaries mode, and a story continuation called shadows of rose. ",expansion adds third person mode main campaign new playable characters stages mercenaries mode story continuation called shadows rose
Tony Hawk's Pro Skater 1+2,7,"play the video game & video game 2 games in one epic collection, rebuilt from the ground up in incredible hd. all the pro skaters, levels and tricks are back and ",play video game video game games one epic collection rebuilt ground incredible hd pro skaters levels tricks back
Tony Hawk's Pro Skater 1+2,20,"play the video game & video game 2 games in one epic collection, rebuilt from the ground up in incredible hd. all the pro skaters, levels and tricks are back and ",play video game video game games one epic collection rebuilt ground incredible hd pro skaters levels tricks back
Need for Speed: Unbound,17,"race against time, outsmart the cops, and take on weekly qualifiers to reach the grand, lakeshore's ultimate street challenge. pack your garage with custom rides and light up the streets with your style, exclusive fits, and a vibrant global soundtrack that bumps in every corner of the world. ",race time outsmart cops take weekly qualifiers reach grand lakeshore ultimate street challenge pack garage custom rides light streets style exclusive fits vibrant global soundtrack bumps every corner world
Zero Escape: Zero Time Dilemma,1,zero time dilemma is the third and final entry in the video game series. it is a story focused mystery/thriller visual novel with multiple endings that involves player choices and rooms. ,zero time dilemma third final entry video game series story focused visual novel multiple endings involves player choices rooms
Zero Escape: Zero Time Dilemma,9,zero time dilemma is the third and final entry in the video game series. it is a story focused mystery/thriller visual novel with multiple endings that involves player choices and rooms. ,zero time dilemma third final entry video game series story focused visual novel multiple endings involves player choices rooms
Zero Escape: Zero Time Dilemma,2,zero time dilemma is the third and final entry in the video game series. it is a story focused mystery/thriller visual novel with multiple endings that involves player choices and rooms. ,zero time dilemma third final entry video game series story focused visual novel multiple endings involves player choices rooms
Zero Escape: Zero Time Dilemma,8,zero time dilemma is the third and final entry in the video game series. it is a story focused mystery/thriller visual novel with multiple endings that involves player choices and rooms. ,zero time dilemma third final entry video game series story focused visual novel multiple endings involves player choices rooms
Zero Escape: Zero Time Dilemma,14,zero time dilemma is the third and final entry in the video game series. it is a story focused mystery/thriller visual novel with multiple endings that involves player choices and rooms. ,zero time dilemma third final entry video game series story focused visual novel multiple endings involves player choices rooms
Deus Ex: Mankind Divided,1,"the game directly follows the aftermath of the aug incident, a day when mechanically augmented citizens all over the world were stripped of control over their minds and bodies, resulting in the deaths of millions of innocents. the year is now 2029, and the golden era of augmentations is over. mechanically augmented humans have been deemed outcasts and segregated from the rest of society. crime and acts of terror serve as a thin veil to cover up an overarching conspiracy aimed at controlling the future of mankind ",game directly follows aftermath aug incident day mechanically augmented citizens world stripped control minds bodies resulting deaths millions innocents year golden era augmentations mechanically augmented humans deemed outcasts segregated rest society crime acts terror serve thin veil cover overarching conspiracy aimed controlling future mankind
Deus Ex: Mankind Divided,2,"the game directly follows the aftermath of the aug incident, a day when mechanically augmented citizens all over the world were stripped of control over their minds and bodies, resulting in the deaths of millions of innocents. the year is now 2029, and the golden era of augmentations is over. mechanically augmented humans have been deemed outcasts and segregated from the rest of society. crime and acts of terror serve as a thin veil to cover up an overarching conspiracy aimed at controlling the future of mankind ",game directly follows aftermath aug incident day mechanically augmented citizens world stripped control minds bodies resulting deaths millions innocents year golden era augmentations mechanically augmented humans deemed outcasts segregated rest society crime acts terror serve thin veil cover overarching conspiracy aimed controlling future mankind
Deus Ex: Mankind Divided,10,"the game directly follows the aftermath of the aug incident, a day when mechanically augmented citizens all over the world were stripped of control over their minds and bodies, resulting in the deaths of millions of innocents. the year is now 2029, and the golden era of augmentations is over. mechanically augmented humans have been deemed outcasts and segregated from the rest of society. crime and acts of terror serve as a thin veil to cover up an overarching conspiracy aimed at controlling the future of mankind ",game directly follows aftermath aug incident day mechanically augmented citizens world stripped control minds bodies resulting deaths millions innocents year golden era augmentations mechanically augmented humans deemed outcasts segregated rest society crime acts terror serve thin veil cover overarching conspiracy aimed controlling future mankind
Guitar Hero III: Legends of Rock,11,"rock out to the third entry in in red octane's series for guitar gods! songs for video game include barracuda by heart, sabotage by beastie boys, rock and roll all nite by kiss, and much more! in addition, players can experience an incredible number of added features and explosive content including a new multiplayer battle mode, grueling boss battles, a bevy of exclusive unlockable content and authentic rock venues. ",rock third entry red octane series guitar gods songs video game include barracuda heart sabotage beastie boys rock roll nite kiss much addition players experience incredible number added features explosive content including new multiplayer battle mode grueling boss battles bevy exclusive unlockable content authentic rock venues
Guitar Hero III: Legends of Rock,7,"rock out to the third entry in in red octane's series for guitar gods! songs for video game include barracuda by heart, sabotage by beastie boys, rock and roll all nite by kiss, and much more! in addition, players can experience an incredible number of added features and explosive content including a new multiplayer battle mode, grueling boss battles, a bevy of exclusive unlockable content and authentic rock venues. ",rock third entry red octane series guitar gods songs video game include barracuda heart sabotage beastie boys rock roll nite kiss much addition players experience incredible number added features explosive content including new multiplayer battle mode grueling boss battles bevy exclusive unlockable content authentic rock venues
Sid Meier's Civilization VI,7,"civilization is a game in which you attempt to build an empire to stand the test of time. become ruler of the world by establishing and leading a civilization from the stone age to the information age. wage war, conduct diplomacy, advance your culture, and go with historys greatest leaders as you attempt to build the greatest civilization the world has ever known. ",civilization game attempt build empire stand test time become ruler world establishing leading civilization stone age information age wage war conduct diplomacy advance culture go historys greatest leaders attempt build greatest civilization world ever known
Sid Meier's Civilization VI,8,"civilization is a game in which you attempt to build an empire to stand the test of time. become ruler of the world by establishing and leading a civilization from the stone age to the information age. wage war, conduct diplomacy, advance your culture, and go with historys greatest leaders as you attempt to build the greatest civilization the world has ever known. ",civilization game attempt build empire stand test time become ruler world establishing leading civilization stone age information age wage war conduct diplomacy advance culture go historys greatest leaders attempt build greatest civilization world ever known
Sid Meier's Civilization VI,5,"civilization is a game in which you attempt to build an empire to stand the test of time. become ruler of the world by establishing and leading a civilization from the stone age to the information age. wage war, conduct diplomacy, advance your culture, and go with historys greatest leaders as you attempt to build the greatest civilization the world has ever known. ",civilization game attempt build empire stand test time become ruler world establishing leading civilization stone age information age wage war conduct diplomacy advance culture go historys greatest leaders attempt build greatest civilization world ever known
Nioh 2,1,"master the lethal arts of the samurai as a mysterious yokai warrior, in this challenging action sequel. explore violent japan and the deadly dark realm, both plagued with grotesque, merciless demons. unsheathe your deadly weapons and cut down all enemies in your path using a revamped combat system and the ability to transform into a full yokai to unleash devastating paranormal powers. ",master lethal arts samurai mysterious yokai warrior challenging action sequel explore violent japan deadly dark realm plagued grotesque merciless demons unsheathe deadly weapons cut enemies path using revamped combat system ability transform full yokai unleash devastating paranormal powers
Nioh 2,3,"master the lethal arts of the samurai as a mysterious yokai warrior, in this challenging action sequel. explore violent japan and the deadly dark realm, both plagued with grotesque, merciless demons. unsheathe your deadly weapons and cut down all enemies in your path using a revamped combat system and the ability to transform into a full yokai to unleash devastating paranormal powers. ",master lethal arts samurai mysterious yokai warrior challenging action sequel explore violent japan deadly dark realm plagued grotesque merciless demons unsheathe deadly weapons cut enemies path using revamped combat system ability transform full yokai unleash devastating paranormal powers
Nioh 2,2,"master the lethal arts of the samurai as a mysterious yokai warrior, in this challenging action sequel. explore violent japan and the deadly dark realm, both plagued with grotesque, merciless demons. unsheathe your deadly weapons and cut down all enemies in your path using a revamped combat system and the ability to transform into a full yokai to unleash devastating paranormal powers. ",master lethal arts samurai mysterious yokai warrior challenging action sequel explore violent japan deadly dark realm plagued grotesque merciless demons unsheathe deadly weapons cut enemies path using revamped combat system ability transform full yokai unleash devastating paranormal powers
Gears of War,10,"a tactical from epic, running on the unreal engine 3. the game thrusts gamers into a deep and harrowing story of humankind's epic battle for survival against the locust horde, a nightmarish race of creatures that surface from the bowels of the unlike other s, the game is all about teamwork in a big way. all game modes, levels and scenarios are designed specifically to encourage play, whether it be with a.i. partners or human players (with a.i. teammates designed with specific strengths, weaknesses and personalities.) on top of that, voice recognition will be available for players, and obviously voice chat to discuss strategy with your friends. in addition to voice chat, gamers will be able to experience individualized matchmaking, view player statistics, earn player achievements, customize their games, and build and personalize their gamer profiles over xbox live. ",tactical epic running unreal engine game thrusts gamers deep harrowing story humankind epic battle survival locust horde nightmarish race creatures surface bowels unlike game teamwork big way game modes levels scenarios designed specifically encourage play whether partners human players teammates designed specific strengths weaknesses personalities top voice recognition available players obviously voice chat discuss strategy friends addition voice chat gamers able experience individualized matchmaking view player statistics earn player achievements customize games build personalize gamer profiles xbox live
Final Fantasy Tactics,2,lead epic battles in a new final fantasy world. betrayal and darker dealings await in squaresoft's game of war. fight hundreds of battles across dangerous 3d terrain as an ancient blood feud awakens a deadlier foe. ,lead epic battles new final fantasy world betrayal darker dealings await squaresoft game war fight hundreds battles across dangerous terrain ancient blood feud awakens deadlier foe
Final Fantasy Tactics,8,lead epic battles in a new final fantasy world. betrayal and darker dealings await in squaresoft's game of war. fight hundreds of battles across dangerous 3d terrain as an ancient blood feud awakens a deadlier foe. ,lead epic battles new final fantasy world betrayal darker dealings await squaresoft game war fight hundreds battles across dangerous terrain ancient blood feud awakens deadlier foe
Final Fantasy Tactics,16,lead epic battles in a new final fantasy world. betrayal and darker dealings await in squaresoft's game of war. fight hundreds of battles across dangerous 3d terrain as an ancient blood feud awakens a deadlier foe. ,lead epic battles new final fantasy world betrayal darker dealings await squaresoft game war fight hundreds battles across dangerous terrain ancient blood feud awakens deadlier foe
Final Fantasy Tactics,5,lead epic battles in a new final fantasy world. betrayal and darker dealings await in squaresoft's game of war. fight hundreds of battles across dangerous 3d terrain as an ancient blood feud awakens a deadlier foe. ,lead epic battles new final fantasy world betrayal darker dealings await squaresoft game war fight hundreds battles across dangerous terrain ancient blood feud awakens deadlier foe
Deltarune,1,"undertale's parallel story, deltarune. meet new and old characters in a tale that steps closer to its end, chapter by chapter. dodge bullets in nonviolent battles as you listen to funky, funky . ",undertale parallel story deltarune meet new old characters tale steps closer end chapter chapter dodge bullets nonviolent battles listen funky funky
Deltarune,4,"undertale's parallel story, deltarune. meet new and old characters in a tale that steps closer to its end, chapter by chapter. dodge bullets in nonviolent battles as you listen to funky, funky . ",undertale parallel story deltarune meet new old characters tale steps closer end chapter chapter dodge bullets nonviolent battles listen funky funky
