Title,Genre,Summary
God of War III: Remastered,1,"set in the realm of brutal greek mythology, video game video game is the critically acclaimed game that allows players to take on the fearless role of the warrior, kratos, as he rises from the darkest depths of hades to scale the very heights of mount olympus to seek his bloody revenge. armed with blades and an array of new weapons and magic, kratos must take on mythologys deadliest creatures while solving intricate puzzles throughout his merciless quest to destroy olympus. "
God of War III: Remastered,3,"set in the realm of brutal greek mythology, video game video game is the critically acclaimed game that allows players to take on the fearless role of the warrior, kratos, as he rises from the darkest depths of hades to scale the very heights of mount olympus to seek his bloody revenge. armed with blades and an array of new weapons and magic, kratos must take on mythologys deadliest creatures while solving intricate puzzles throughout his merciless quest to destroy olympus. "
Pokémon Ruby,1,"sequel to pokemon gold and silver versions (1999), the game and sapphire versions offer 135 new pokemon, more complex battling and training systems, new crime organizations, a longer and more campaign and upgraded graphics to create a new and technically improved pokemon experience. "
Pokémon Ruby,2,"sequel to pokemon gold and silver versions (1999), the game and sapphire versions offer 135 new pokemon, more complex battling and training systems, new crime organizations, a longer and more campaign and upgraded graphics to create a new and technically improved pokemon experience. "
Pokémon Ruby,5,"sequel to pokemon gold and silver versions (1999), the game and sapphire versions offer 135 new pokemon, more complex battling and training systems, new crime organizations, a longer and more campaign and upgraded graphics to create a new and technically improved pokemon experience. "
Fire Emblem: The Sacred Stones,2,"in the game, you must help protect the nation of renais from the invading grado empire. plan your , choose your units, and then lead your soldiers in to battle. the more experience your soldiers gain, the more you can upgrade their abilities. this time, your soldiers can gain experience by fighting new monsters in the tower of valni. "
Fire Emblem: The Sacred Stones,8,"in the game, you must help protect the nation of renais from the invading grado empire. plan your , choose your units, and then lead your soldiers in to battle. the more experience your soldiers gain, the more you can upgrade their abilities. this time, your soldiers can gain experience by fighting new monsters in the tower of valni. "
Fire Emblem: The Sacred Stones,16,"in the game, you must help protect the nation of renais from the invading grado empire. plan your , choose your units, and then lead your soldiers in to battle. the more experience your soldiers gain, the more you can upgrade their abilities. this time, your soldiers can gain experience by fighting new monsters in the tower of valni. "
Fire Emblem: The Sacred Stones,5,"in the game, you must help protect the nation of renais from the invading grado empire. plan your , choose your units, and then lead your soldiers in to battle. the more experience your soldiers gain, the more you can upgrade their abilities. this time, your soldiers can gain experience by fighting new monsters in the tower of valni. "
Library of Ruina,4,"""may you find your book in this place."" combat between the guests and the librarians breaks out as if it were on a stage. defeated guests turn into books, and the library grows onward. and eventually, get your hands on the one singular, perfect book. "
Library of Ruina,2,"""may you find your book in this place."" combat between the guests and the librarians breaks out as if it were on a stage. defeated guests turn into books, and the library grows onward. and eventually, get your hands on the one singular, perfect book. "
Library of Ruina,7,"""may you find your book in this place."" combat between the guests and the librarians breaks out as if it were on a stage. defeated guests turn into books, and the library grows onward. and eventually, get your hands on the one singular, perfect book. "
Library of Ruina,8,"""may you find your book in this place."" combat between the guests and the librarians breaks out as if it were on a stage. defeated guests turn into books, and the library grows onward. and eventually, get your hands on the one singular, perfect book. "
Library of Ruina,5,"""may you find your book in this place."" combat between the guests and the librarians breaks out as if it were on a stage. defeated guests turn into books, and the library grows onward. and eventually, get your hands on the one singular, perfect book. "
Uncharted: The Nathan Drake Collection,1,"the game is a remastered compilation of the video games drake's fortune, among thieves, and drake's deception. ported by bluepoint games, the collection was released exclusively for the playstation 4 on october 7, 2015 in europe and october 9th, 2015 in north video game features the original three games in the video game series with 1080p resolution, 60 frames per second, better lighting, textures and models. the collection also implements a ""photo mode"", a mode where the player can freeze the game at any moment to take personalized screenshots, derived from naughty dog's other remastered entry, the last of us remastered, as well as new trophies. the ported games only include their respective the version ofvideo game includes the ""nathan drake pack"", which consists of skins of iconic nathan drake outfits, as well as two weapons: the golden and golden 92fs 9mm. the collection as a digital download through the playstation store would also give an exclusive the game playstation 4 dynamic purchasingvideo game , and owning a valid subscription to playstation plus, before the expiry date of december 13, 2015 would grant the player exclusive access to the multiplayer beta of a thief's end. "
Uncharted: The Nathan Drake Collection,6,"the game is a remastered compilation of the video games drake's fortune, among thieves, and drake's deception. ported by bluepoint games, the collection was released exclusively for the playstation 4 on october 7, 2015 in europe and october 9th, 2015 in north video game features the original three games in the video game series with 1080p resolution, 60 frames per second, better lighting, textures and models. the collection also implements a ""photo mode"", a mode where the player can freeze the game at any moment to take personalized screenshots, derived from naughty dog's other remastered entry, the last of us remastered, as well as new trophies. the ported games only include their respective the version ofvideo game includes the ""nathan drake pack"", which consists of skins of iconic nathan drake outfits, as well as two weapons: the golden and golden 92fs 9mm. the collection as a digital download through the playstation store would also give an exclusive the game playstation 4 dynamic purchasingvideo game , and owning a valid subscription to playstation plus, before the expiry date of december 13, 2015 would grant the player exclusive access to the multiplayer beta of a thief's end. "
Uncharted: The Nathan Drake Collection,10,"the game is a remastered compilation of the video games drake's fortune, among thieves, and drake's deception. ported by bluepoint games, the collection was released exclusively for the playstation 4 on october 7, 2015 in europe and october 9th, 2015 in north video game features the original three games in the video game series with 1080p resolution, 60 frames per second, better lighting, textures and models. the collection also implements a ""photo mode"", a mode where the player can freeze the game at any moment to take personalized screenshots, derived from naughty dog's other remastered entry, the last of us remastered, as well as new trophies. the ported games only include their respective the version ofvideo game includes the ""nathan drake pack"", which consists of skins of iconic nathan drake outfits, as well as two weapons: the golden and golden 92fs 9mm. the collection as a digital download through the playstation store would also give an exclusive the game playstation 4 dynamic purchasingvideo game , and owning a valid subscription to playstation plus, before the expiry date of december 13, 2015 would grant the player exclusive access to the multiplayer beta of a thief's end. "
Persona 3 Portable,1,"if i say theres an hour hidden between one day and the next... would you believe me? master the power of the heart, persona, and uncover the tragic truth of the dark experience the iconic, critically acclaimed that reinvented the video game series, the game. "
Persona 3 Portable,2,"if i say theres an hour hidden between one day and the next... would you believe me? master the power of the heart, persona, and uncover the tragic truth of the dark experience the iconic, critically acclaimed that reinvented the video game series, the game. "
Persona 3 Portable,8,"if i say theres an hour hidden between one day and the next... would you believe me? master the power of the heart, persona, and uncover the tragic truth of the dark experience the iconic, critically acclaimed that reinvented the video game series, the game. "
Persona 3 Portable,14,"if i say theres an hour hidden between one day and the next... would you believe me? master the power of the heart, persona, and uncover the tragic truth of the dark experience the iconic, critically acclaimed that reinvented the video game series, the game. "
Pyre,1,"a /visual novel/sports game hybrid wherein the player, dubbed the reader for their literacy by the group of scavengers who discovers them, is sent in exile to a lawless wasteland called the downside and has to lead their party of misfits to locations wherein many similar parties compete in rites in order to attain freedom and be absolved of their crimes. "
Pyre,4,"a /visual novel/sports game hybrid wherein the player, dubbed the reader for their literacy by the group of scavengers who discovers them, is sent in exile to a lawless wasteland called the downside and has to lead their party of misfits to locations wherein many similar parties compete in rites in order to attain freedom and be absolved of their crimes. "
Pyre,2,"a /visual novel/sports game hybrid wherein the player, dubbed the reader for their literacy by the group of scavengers who discovers them, is sent in exile to a lawless wasteland called the downside and has to lead their party of misfits to locations wherein many similar parties compete in rites in order to attain freedom and be absolved of their crimes. "
Pyre,14,"a /visual novel/sports game hybrid wherein the player, dubbed the reader for their literacy by the group of scavengers who discovers them, is sent in exile to a lawless wasteland called the downside and has to lead their party of misfits to locations wherein many similar parties compete in rites in order to attain freedom and be absolved of their crimes. "
Paladins,10,"the game is a brightly colored, online, class based, first person . it features champions who have various weapons and abilities. on top of that, there is a cards system that modifies the behaviour and abilities in certain enter a fantasy world of ancient technology in the game, a with elements and deep character customization. through a unique collectible card system, players can amplify and augment a characters core set of abilities to play exactly how they want to play. "
Paladins,8,"the game is a brightly colored, online, class based, first person . it features champions who have various weapons and abilities. on top of that, there is a cards system that modifies the behaviour and abilities in certain enter a fantasy world of ancient technology in the game, a with elements and deep character customization. through a unique collectible card system, players can amplify and augment a characters core set of abilities to play exactly how they want to play. "
Dead Space 3,1,"isaac clarke returns, joined by merciless soldier john carver, to chase a risky plan that promises to finally stop the necromorphs. together clarke and carver must explore the frozen planet of tau volantis and track down the secret they hope will end the necromorph plague forever, all while overcoming avalanches, treacherous and the violent wilderness. facing deadlier evolved enemies and brutal elements, the unlikely pair must work together to save mankind from the impending fighting alongside a partner changes the way you play the game. while playing the version of the games campaign, you will uncover additional story elements, and battle strategies that are exclusive to this mode. play how you want immerse yourself in the classic campaign with isaac clarke, then discover how the story evolves when a partner is present in your team up with a partner as isaac clarke or john carver and take down the terror together. facing deadlier evolved enemies and the brutal elements, the unlikely pair will work together to build weapons, overcome the harsh environment, and save mankind from the impending create your weapon piece by with thousands of possible combinations you can create the perfect weapon to take down the necromorph plague. using a multitude of parts, build the ultimate tool and the very best will be featured in the game. craft and share as many different weapon variations as you want. "
Dead Space 3,10,"isaac clarke returns, joined by merciless soldier john carver, to chase a risky plan that promises to finally stop the necromorphs. together clarke and carver must explore the frozen planet of tau volantis and track down the secret they hope will end the necromorph plague forever, all while overcoming avalanches, treacherous and the violent wilderness. facing deadlier evolved enemies and brutal elements, the unlikely pair must work together to save mankind from the impending fighting alongside a partner changes the way you play the game. while playing the version of the games campaign, you will uncover additional story elements, and battle strategies that are exclusive to this mode. play how you want immerse yourself in the classic campaign with isaac clarke, then discover how the story evolves when a partner is present in your team up with a partner as isaac clarke or john carver and take down the terror together. facing deadlier evolved enemies and the brutal elements, the unlikely pair will work together to build weapons, overcome the harsh environment, and save mankind from the impending create your weapon piece by with thousands of possible combinations you can create the perfect weapon to take down the necromorph plague. using a multitude of parts, build the ultimate tool and the very best will be featured in the game. craft and share as many different weapon variations as you want. "
Devil May Cry HD Collection,3,"the popular stylish action games devil may cry, devil may cry 2, and devil may cry 3 special edition return in one as dante, the ultimate devil hunter, you'll join forces with appealing characters such as trish, lady, and lucia to enjoy the iconic devil may cry series in stunning high definition. "
Devil May Cry HD Collection,6,"the popular stylish action games devil may cry, devil may cry 2, and devil may cry 3 special edition return in one as dante, the ultimate devil hunter, you'll join forces with appealing characters such as trish, lady, and lucia to enjoy the iconic devil may cry series in stunning high definition. "
Bayonetta Origins: Cereza and the Lost Demon,1,"long before this trainee of the dark arts would come to be called bayonetta, she took a fateful journey into the forbidden avalon forest. alongside her was cheshire, her very first demon, possessing cerezas stuffed toy. play as both cereza and cheshire and search through the treacherous forest to look for the power to save cerezas mother. "
Bayonetta Origins: Cereza and the Lost Demon,9,"long before this trainee of the dark arts would come to be called bayonetta, she took a fateful journey into the forbidden avalon forest. alongside her was cheshire, her very first demon, possessing cerezas stuffed toy. play as both cereza and cheshire and search through the treacherous forest to look for the power to save cerezas mother. "
Armored Core,10,"the game ( mdo koa) is a mecha video game released in 1997, the first in the the game series. it is an action game played from third person perspective. "
Armored Core,7,"the game ( mdo koa) is a mecha video game released in 1997, the first in the the game series. it is an action game played from third person perspective. "
Persona 4 Arena Ultimax,12,"the game is a video game developed by arc system works and atlus. it is the direct sequel to video game 4 arena, which is itself a to the game video game 4. the game was originally released in japanese arcades on november 28, 2013, and later ported to home consoles. unlike the previous game, it is not region locked. "
Wanted: Dead,1,"the game promises ""spectacular melee combat and exciting gunplay,"" and is set in a ""dark and dangerous version of hong kong where you will need sharpened skills to survive."" "
Wanted: Dead,3,"the game promises ""spectacular melee combat and exciting gunplay,"" and is set in a ""dark and dangerous version of hong kong where you will need sharpened skills to survive."" "
Wanted: Dead,10,"the game promises ""spectacular melee combat and exciting gunplay,"" and is set in a ""dark and dangerous version of hong kong where you will need sharpened skills to survive."" "
Luigi's Mansion: Dark Moon,1,"luigi is back on a mission to remove a bunch of stubborn ghosts from some spooky mansions. armed with his trusty poltergust vacuum cleaner, mario's brother takes center stage to capture these pesky phantoms. video game 2:video game gives players multiple mansions to explore, a variety of puzzles to solve and new ghosts to capture. armed with the poltergust 5000, a invention, luigi must complete a number of missions assigned to him by professor e. gadd. "
Gorogoa,1,"the game is a beautiful story suspended inside a completely unique . arrange and combine lavishly illustrated panels, each one a separate interactive window into a living game world. "
Gorogoa,4,"the game is a beautiful story suspended inside a completely unique . arrange and combine lavishly illustrated panels, each one a separate interactive window into a living game world. "
Gorogoa,18,"the game is a beautiful story suspended inside a completely unique . arrange and combine lavishly illustrated panels, each one a separate interactive window into a living game world. "
Gorogoa,9,"the game is a beautiful story suspended inside a completely unique . arrange and combine lavishly illustrated panels, each one a separate interactive window into a living game world. "
Valkyrie Elysium,3,"a young valkyrie who is entrusted with the fate of the world by the the highest of gods and ruler of all creation, will face various enemies on her quest and must utilize a variety of weapons, magic and the power of her allies to prevent ragnarok the destruction of the world. "
Valkyrie Elysium,2,"a young valkyrie who is entrusted with the fate of the world by the the highest of gods and ruler of all creation, will face various enemies on her quest and must utilize a variety of weapons, magic and the power of her allies to prevent ragnarok the destruction of the world. "
Castlevania: Order of Ecclesia,1,"use the brand new glyph system with over 100 different attack combinations to battle dracula and his minions throughout 20 explorable areas! take part in side quests and collect items to power up! experience a gripping storyline featuring new in the absence of the holy whip, those who live in fear of dracula seek a replacement, which takes the form of thevideo game , an organization that holds the secret to manipulating glyphs. shanoa, a young woman possessed with a unique ability to channel glyphs, is chosen as our protector. this is her destiny and the story of the sacredvideo game . "
Castlevania: Order of Ecclesia,3,"use the brand new glyph system with over 100 different attack combinations to battle dracula and his minions throughout 20 explorable areas! take part in side quests and collect items to power up! experience a gripping storyline featuring new in the absence of the holy whip, those who live in fear of dracula seek a replacement, which takes the form of thevideo game , an organization that holds the secret to manipulating glyphs. shanoa, a young woman possessed with a unique ability to channel glyphs, is chosen as our protector. this is her destiny and the story of the sacredvideo game . "
Castlevania: Order of Ecclesia,6,"use the brand new glyph system with over 100 different attack combinations to battle dracula and his minions throughout 20 explorable areas! take part in side quests and collect items to power up! experience a gripping storyline featuring new in the absence of the holy whip, those who live in fear of dracula seek a replacement, which takes the form of thevideo game , an organization that holds the secret to manipulating glyphs. shanoa, a young woman possessed with a unique ability to channel glyphs, is chosen as our protector. this is her destiny and the story of the sacredvideo game . "
Castlevania: Order of Ecclesia,2,"use the brand new glyph system with over 100 different attack combinations to battle dracula and his minions throughout 20 explorable areas! take part in side quests and collect items to power up! experience a gripping storyline featuring new in the absence of the holy whip, those who live in fear of dracula seek a replacement, which takes the form of thevideo game , an organization that holds the secret to manipulating glyphs. shanoa, a young woman possessed with a unique ability to channel glyphs, is chosen as our protector. this is her destiny and the story of the sacredvideo game . "
Deadly Premonition,1,"playing as special agent francis york morgan (call him york everyone else does), its your job to investigate the brutal murder of a young local beauty in the town of greenvale. amidst the backdrop of soaring mountains and a small american suburb, york must solve the mystery of the red seed murders and stay alive in a place where supernatural creatures and a mysterious killer seek to end his investigation for part horror, part game, the game offers an experience packed with locals to meet and places to discover, as well as numerous side quests and that will help you solve the murders and uncover greenvales deepest, darkest secrets. "
Deadly Premonition,10,"playing as special agent francis york morgan (call him york everyone else does), its your job to investigate the brutal murder of a young local beauty in the town of greenvale. amidst the backdrop of soaring mountains and a small american suburb, york must solve the mystery of the red seed murders and stay alive in a place where supernatural creatures and a mysterious killer seek to end his investigation for part horror, part game, the game offers an experience packed with locals to meet and places to discover, as well as numerous side quests and that will help you solve the murders and uncover greenvales deepest, darkest secrets. "
LEGO Batman 2: DC Super Heroes,1,"the dynamic duo of batman and robin join other famous super heroes from the dc universe including superman, wonder woman and green lantern to save gotham city from destruction at the hands of the notorious villains lex luthor and the joker. "
LEGO Batman 2: DC Super Heroes,3,"the dynamic duo of batman and robin join other famous super heroes from the dc universe including superman, wonder woman and green lantern to save gotham city from destruction at the hands of the notorious villains lex luthor and the joker. "
LEGO Batman 2: DC Super Heroes,6,"the dynamic duo of batman and robin join other famous super heroes from the dc universe including superman, wonder woman and green lantern to save gotham city from destruction at the hands of the notorious villains lex luthor and the joker. "
Lunistice,1,the game is a 3d er created with simple but fun gameplay and a cute ps1/sega saturn inspired artstyle in mind. take the role of hana the tanuki and jump and fight through her dreams! 
Lunistice,4,the game is a 3d er created with simple but fun gameplay and a cute ps1/sega saturn inspired artstyle in mind. take the role of hana the tanuki and jump and fight through her dreams! 
Lunistice,6,the game is a 3d er created with simple but fun gameplay and a cute ps1/sega saturn inspired artstyle in mind. take the role of hana the tanuki and jump and fight through her dreams! 
Sonic Advance,6,"the game is notable for being the first sonic game released on a nintendo console, despite both sega and nintendo being rivals on the console market throught the the game features four playable characters and marks the first playable appearance of amy rose on a 2d title. the game borrows elements from the original sonic the hedgehog titles for the sega genesis, but with the artstyle for the characters which was introduced in sonic adventure. the game also includes multiplayer features and the title was also ported to the nokia under the title ""sonicn"". "
Metal Slug,13,"the game is a 1996 run and gun video game originally developed by nazca corporation and released by snk for the neo geo mvs. it is the first installment in the eponymous series. set in 2028, players assume the role of peregrine falcon strike force soldiers marco rossi and tarma roving on a fight against the rebel army led by donald morden and overthrow his coup d'etat to prevent a new world order. "
Metal Slug,6,"the game is a 1996 run and gun video game originally developed by nazca corporation and released by snk for the neo geo mvs. it is the first installment in the eponymous series. set in 2028, players assume the role of peregrine falcon strike force soldiers marco rossi and tarma roving on a fight against the rebel army led by donald morden and overthrow his coup d'etat to prevent a new world order. "
Metal Slug,10,"the game is a 1996 run and gun video game originally developed by nazca corporation and released by snk for the neo geo mvs. it is the first installment in the eponymous series. set in 2028, players assume the role of peregrine falcon strike force soldiers marco rossi and tarma roving on a fight against the rebel army led by donald morden and overthrow his coup d'etat to prevent a new world order. "
Just Cause 3,1,"the mediterranean republic of medici is suffering under the brutal control of general di ravello, a dictator with an insatiable appetite for power. enter rico rodriguez, a man on a mission to destroy the generals hold on power by any means necessary. with over 400 square miles of complete freedom from sky to seabed and a huge arsenal of weaponry, gadgets and vehicles, prepare to unleash chaos in the most creative and explosive ways you can imagine. "
Suikoden II,2,"experience an epic tale of warfare, magic, friendship and tactical map battles add a whole level of spells with stunning animation sequences and specialized 108 different characters can join your party and help you on your hidden storylines using your memory card data from the original up your castle during the game to a thriving virtual community "
Suikoden II,8,"experience an epic tale of warfare, magic, friendship and tactical map battles add a whole level of spells with stunning animation sequences and specialized 108 different characters can join your party and help you on your hidden storylines using your memory card data from the original up your castle during the game to a thriving virtual community "
LittleBigPlanet,6,"welcome to the game a world of infinite possibilities, where imagination becomes reality and the powers of creation are firmly in your hands. if you can think of it, you can create it if you can create it, you can share it if you can share it, you can play it and watch our colorful the game grow and its a new kind of game that unleashes the creativity in everyone. design your own character and play over 50 awesome developer levels packed with dangers to navigate, races to win and puzzles to solve. as you play you will learn the skills to build a world of your own by earning creative tools and collecting hundreds of items. use these items and tools to shape amazing levels of your own, featuring puzzles, challenges, and enemies of your own design. when you are ready, go online to access the lbp community and share your creations for everyone to the game is a world with no limits a world thats yours to shape, build and explore. "
EarthBound Beginnings,1,"the game is the first installment in the earthbound / mother series. it was developed by ape inc., nintendo tokyo r&d products, and pax softnica, and was published by nintendo for the famicom on july 27, though officially translated into english under the name earthbound in 1990 complete with a variety of updates and new content, the planned release of the north american localization was ultimately cancelled due to nintendo of america ending support for the nintendo entertainment despite this, the updates made to the game for the english localization was included in the japanese mother 1+2 rerelease for game boy advance in 2003. the english version was finally released on the wii u virtual console on june 14th, 2015, 25 years after its intended release date. "
EarthBound Beginnings,2,"the game is the first installment in the earthbound / mother series. it was developed by ape inc., nintendo tokyo r&d products, and pax softnica, and was published by nintendo for the famicom on july 27, though officially translated into english under the name earthbound in 1990 complete with a variety of updates and new content, the planned release of the north american localization was ultimately cancelled due to nintendo of america ending support for the nintendo entertainment despite this, the updates made to the game for the english localization was included in the japanese mother 1+2 rerelease for game boy advance in 2003. the english version was finally released on the wii u virtual console on june 14th, 2015, 25 years after its intended release date. "
Wario Land 3,1,"trapped inside a magical music box, the invincible wario is on a dangerous quest to help a mysterious figure recover its lost powers! smash, bash and crash your way through more than two dozen gigantic levels in search of hidden keys, valuable treasures and mystical music boxes. test your wits on after intricate and flex your muscles in boss fights! be wary of wanderin' gooms, mad scienstein and more as you plunge into one of the largest, most dazzling s ever to hit game boy color! "
Wario Land 3,6,"trapped inside a magical music box, the invincible wario is on a dangerous quest to help a mysterious figure recover its lost powers! smash, bash and crash your way through more than two dozen gigantic levels in search of hidden keys, valuable treasures and mystical music boxes. test your wits on after intricate and flex your muscles in boss fights! be wary of wanderin' gooms, mad scienstein and more as you plunge into one of the largest, most dazzling s ever to hit game boy color! "
Wario Land 3,9,"trapped inside a magical music box, the invincible wario is on a dangerous quest to help a mysterious figure recover its lost powers! smash, bash and crash your way through more than two dozen gigantic levels in search of hidden keys, valuable treasures and mystical music boxes. test your wits on after intricate and flex your muscles in boss fights! be wary of wanderin' gooms, mad scienstein and more as you plunge into one of the largest, most dazzling s ever to hit game boy color! "
Faith: The Unholy Trinity,1,"what you are about to do has not been approved by the vatican. as a young priest, struggle against demons, insane cultists, and your own weakening faith in this pixel horror game inspired by the era of classic gaming and the ""satanic scare"" of the 1980s. "
Faith: The Unholy Trinity,4,"what you are about to do has not been approved by the vatican. as a young priest, struggle against demons, insane cultists, and your own weakening faith in this pixel horror game inspired by the era of classic gaming and the ""satanic scare"" of the 1980s. "
Tales of Symphonia,2,"in a dying world, legend has it that a chosen one will one day rise from amongst the people and the land will be reborn. the line between good and evil blurs in this epic adventure where the fate of two interlocked worlds hangs in the balance. "
Final Fantasy VII,2,"in addition to graphical resolution improvements to the previous port, this of the pc version of the game also featured cloud saving, as well as unlockable achievements and a character booster feature. the consoles versions of the game are based on the pc some little graphical improvements were made. "
Final Fantasy VII,5,"in addition to graphical resolution improvements to the previous port, this of the pc version of the game also featured cloud saving, as well as unlockable achievements and a character booster feature. the consoles versions of the game are based on the pc some little graphical improvements were made. "
The Dark Pictures Anthology: Man of Medan,1,"enter the world of the dark pictures a series of standalone cinematic horror games. players will be challenged to explore and uncover each story with the knowledge that all their choices have consequences and all playable characters can live, any and all can die... "
Saya no Uta,14,"a horror visual novel about fuminori sakisaka, a medicine student who suffers an accident that leaves his perception of the world distorted: everything and everyone is perceived as a twisted mass of intestines, flesh and everything, except saya. "
River City Girls,1,"the game stars kyoko and misako, two who must fight their way through the six regions of river city to rescue their kidnapped boyfriends, series mainstays kunio and riki. along the way, they'll utilize an arsenal of combos, counters, throws, and special attacks; battle an assortment of enemies; accept numerous side quests; level up with experience points; interact with npcs (including guest stars from past river city games); and shop for a variety of items, food, and gear to boost stats and unlock new abilities. the girls can even wield weapons and recruit defeated foes to join them in combat! "
River City Girls,13,"the game stars kyoko and misako, two who must fight their way through the six regions of river city to rescue their kidnapped boyfriends, series mainstays kunio and riki. along the way, they'll utilize an arsenal of combos, counters, throws, and special attacks; battle an assortment of enemies; accept numerous side quests; level up with experience points; interact with npcs (including guest stars from past river city games); and shop for a variety of items, food, and gear to boost stats and unlock new abilities. the girls can even wield weapons and recruit defeated foes to join them in combat! "
River City Girls,3,"the game stars kyoko and misako, two who must fight their way through the six regions of river city to rescue their kidnapped boyfriends, series mainstays kunio and riki. along the way, they'll utilize an arsenal of combos, counters, throws, and special attacks; battle an assortment of enemies; accept numerous side quests; level up with experience points; interact with npcs (including guest stars from past river city games); and shop for a variety of items, food, and gear to boost stats and unlock new abilities. the girls can even wield weapons and recruit defeated foes to join them in combat! "
River City Girls,12,"the game stars kyoko and misako, two who must fight their way through the six regions of river city to rescue their kidnapped boyfriends, series mainstays kunio and riki. along the way, they'll utilize an arsenal of combos, counters, throws, and special attacks; battle an assortment of enemies; accept numerous side quests; level up with experience points; interact with npcs (including guest stars from past river city games); and shop for a variety of items, food, and gear to boost stats and unlock new abilities. the girls can even wield weapons and recruit defeated foes to join them in combat! "
Sonic Origins,1,"celebrate the games that started it all. the game is a brand new collection including sonic the hedgehog, sonic cd, sonic the hedgehog 2, and sonic 3 & knuckles. play as sonic, tails, & knuckles and immerse yourself in the fully remastered gameplay, tie the games together with all new animations, explore added features, modes, and the versions of sonic the hedgehog, sonic the hedgehog 2 and sonic cd in this compilation are ports of the remasters previously released for mobile, s, with the added drop dash ability from sonic the sonic the hedgehog 3 & knuckles version is brand new for this compilation, and is also a remaster in the same way that the other titles, also adding the drop dash ability. this version had part of its soundtrack changed, swapping the songs for those present in the pc port of the sonic & knuckles collection. "
Sonic Origins,6,"celebrate the games that started it all. the game is a brand new collection including sonic the hedgehog, sonic cd, sonic the hedgehog 2, and sonic 3 & knuckles. play as sonic, tails, & knuckles and immerse yourself in the fully remastered gameplay, tie the games together with all new animations, explore added features, modes, and the versions of sonic the hedgehog, sonic the hedgehog 2 and sonic cd in this compilation are ports of the remasters previously released for mobile, s, with the added drop dash ability from sonic the sonic the hedgehog 3 & knuckles version is brand new for this compilation, and is also a remaster in the same way that the other titles, also adding the drop dash ability. this version had part of its soundtrack changed, swapping the songs for those present in the pc port of the sonic & knuckles collection. "
Kuru Kuru Kururin,13,"the story begins when kururins brothers and sisters go missing, and it is up to him to find them. kururin is initially unsure that he is up to the task because he has never left his home world before. being the adventurous and helpful fellow he is, kururin agrees to rescue his lost family. teacher hare trains kururin in the art of controlling the helirin, a helicopter that has a propeller. piloting the helirin through the different worlds will be a difficult task, but using teacher hare's valuable lessons, kururin bravely sets out on his adventure to rescue his lost family. "
Kuru Kuru Kururin,9,"the story begins when kururins brothers and sisters go missing, and it is up to him to find them. kururin is initially unsure that he is up to the task because he has never left his home world before. being the adventurous and helpful fellow he is, kururin agrees to rescue his lost family. teacher hare trains kururin in the art of controlling the helirin, a helicopter that has a propeller. piloting the helirin through the different worlds will be a difficult task, but using teacher hare's valuable lessons, kururin bravely sets out on his adventure to rescue his lost family. "
Pikmin 2,1,"in the game, captain olimar returns to the planet he was originally stranded on, to collect trinkets for his failing company to sell back at home. the game features a mechanic, which allows players to switch between two spacemen while collecting items. challenge missions and a competitive mode are also available. "
Pikmin 2,21,"in the game, captain olimar returns to the planet he was originally stranded on, to collect trinkets for his failing company to sell back at home. the game features a mechanic, which allows players to switch between two spacemen while collecting items. challenge missions and a competitive mode are also available. "
Wonderful Everyday: Down the Rabbit-Hole,1,"what will you do when the last sky comes? the story follows a group of tokyo high school students through a mystery revolving a prophecy about the end of the world and they trying to find their own ""video game "". video game is a remake of the game endsky (tsui no sora), a mystery game released in 1999 inspired by the philosophy of wittgenstein and nietzsche. video game consists of eight chapters:video game i,video game ii, it's my own invention, insects, jabberwocky i, which dreamed it, jabberwocky ii and knockin' on heaven's door. "
Wonderful Everyday: Down the Rabbit-Hole,14,"what will you do when the last sky comes? the story follows a group of tokyo high school students through a mystery revolving a prophecy about the end of the world and they trying to find their own ""video game "". video game is a remake of the game endsky (tsui no sora), a mystery game released in 1999 inspired by the philosophy of wittgenstein and nietzsche. video game consists of eight chapters:video game i,video game ii, it's my own invention, insects, jabberwocky i, which dreamed it, jabberwocky ii and knockin' on heaven's door. "
Paper Mario: The Origami King,1,"join mario and his new companion olivia on a comedic that will take you to the far corners of a papercraft world in the game on nintendo face off against the origami king and his army of paper invaders, team up with some extraordinary companions and master magical powers on your quest to save the unwrap an epic travel the land, repair the damage done by the folded soldiers and rescue toads trapped in all manner of wacky with the help of olivias powers, use the 1,000 fold arms and other paper transformations to save those imprisoned by the origami kings henchmen, and help restore peace to the put a stop to king olly's plans by engaging in battles which will put both your tactical thinking and puzzle solving skills to the test against his origami army, as well as humongous bosses under his command! "
Paper Mario: The Origami King,2,"join mario and his new companion olivia on a comedic that will take you to the far corners of a papercraft world in the game on nintendo face off against the origami king and his army of paper invaders, team up with some extraordinary companions and master magical powers on your quest to save the unwrap an epic travel the land, repair the damage done by the folded soldiers and rescue toads trapped in all manner of wacky with the help of olivias powers, use the 1,000 fold arms and other paper transformations to save those imprisoned by the origami kings henchmen, and help restore peace to the put a stop to king olly's plans by engaging in battles which will put both your tactical thinking and puzzle solving skills to the test against his origami army, as well as humongous bosses under his command! "
